ticket_id,incident_id,opened_at,resolved_at,priority,status,assignment_group,service,configuration_item,category,resolution_hours,sla_breached,root_cause_code,source_updated_at
INC-202600576,INC-202600576,2026-02-18T00:00:00+00:00,2026-02-18T04:42:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.7,False,application_error,2026-02-18T04:42:00+00:00
INC-202600577,INC-202600577,2026-02-18T02:00:00+00:00,2026-02-18T04:18:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.3,False,application_error,2026-02-18T04:18:00+00:00
INC-202600578,INC-202600578,2026-02-18T04:00:00+00:00,2026-02-18T05:24:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.4,False,certificate_expiry,2026-02-18T05:24:00+00:00
INC-202600579,INC-202600579,2026-02-18T06:00:00+00:00,2026-02-18T07:30:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.5,False,application_error,2026-02-18T07:30:00+00:00
INC-202600580,INC-202600580,2026-02-18T08:00:00+00:00,2026-02-18T13:06:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,5.1,True,application_error,2026-02-18T13:06:00+00:00
INC-202600581,INC-202600581,2026-02-18T10:00:00+00:00,2026-02-18T12:00:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.0,False,application_error,2026-02-18T12:00:00+00:00
INC-202600582,INC-202600582,2026-02-18T12:00:00+00:00,2026-02-18T13:06:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.1,False,application_error,2026-02-18T13:06:00+00:00
INC-202600583,INC-202600583,2026-02-18T14:00:00+00:00,2026-02-18T15:12:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.2,False,application_error,2026-02-18T15:12:00+00:00
INC-202600584,INC-202600584,2026-02-18T16:00:00+00:00,2026-02-18T20:48:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.8,False,application_error,2026-02-18T20:48:00+00:00
INC-202600585,INC-202600585,2026-02-18T18:00:00+00:00,2026-02-18T20:24:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.4,False,application_error,2026-02-18T20:24:00+00:00
INC-202600586,INC-202600586,2026-02-18T20:00:00+00:00,2026-02-18T21:30:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.5,False,application_error,2026-02-18T21:30:00+00:00
INC-202600587,INC-202600587,2026-02-18T22:00:00+00:00,2026-02-18T23:36:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.6,False,application_error,2026-02-18T23:36:00+00:00
INC-202600588,INC-202600588,2026-02-19T00:00:00+00:00,2026-02-19T04:30:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.5,False,application_error,2026-02-19T04:30:00+00:00
INC-202600589,INC-202600589,2026-02-19T02:00:00+00:00,2026-02-19T04:06:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.1,False,application_error,2026-02-19T04:06:00+00:00
INC-202600590,INC-202600590,2026-02-19T04:00:00+00:00,2026-02-19T05:12:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.2,False,application_error,2026-02-19T05:12:00+00:00
INC-202600591,INC-202600591,2026-02-19T06:00:00+00:00,2026-02-19T07:18:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.3,False,application_error,2026-02-19T07:18:00+00:00
INC-202600592,INC-202600592,2026-02-19T08:00:00+00:00,2026-02-19T12:54:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.9,False,application_error,2026-02-19T12:54:00+00:00
INC-202600593,INC-202600593,2026-02-19T10:00:00+00:00,2026-02-19T12:30:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.5,False,application_error,2026-02-19T12:30:00+00:00
INC-202600594,INC-202600594,2026-02-19T12:00:00+00:00,2026-02-19T13:36:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.6,False,application_error,2026-02-19T13:36:00+00:00
INC-202600595,INC-202600595,2026-02-19T14:00:00+00:00,2026-02-19T15:00:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.0,False,certificate_expiry,2026-02-19T15:00:00+00:00
INC-202600596,INC-202600596,2026-02-19T16:00:00+00:00,2026-02-19T20:36:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.6,False,application_error,2026-02-19T20:36:00+00:00
INC-202600597,INC-202600597,2026-02-19T18:00:00+00:00,2026-02-19T20:12:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.2,False,application_error,2026-02-19T20:12:00+00:00
INC-202600598,INC-202600598,2026-02-19T20:00:00+00:00,2026-02-19T21:18:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.3,False,application_error,2026-02-19T21:18:00+00:00
INC-202600599,INC-202600599,2026-02-19T22:00:00+00:00,2026-02-19T23:24:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.4,False,application_error,2026-02-19T23:24:00+00:00
INC-202600600,INC-202600600,2026-02-20T00:00:00+00:00,2026-02-20T05:00:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,5.0,True,application_error,2026-02-20T05:00:00+00:00
INC-202600601,INC-202600601,2026-02-20T02:00:00+00:00,2026-02-20T04:36:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.6,False,application_error,2026-02-20T04:36:00+00:00
INC-202600602,INC-202600602,2026-02-20T04:00:00+00:00,2026-02-20T05:00:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.0,False,application_error,2026-02-20T05:00:00+00:00
INC-202600603,INC-202600603,2026-02-20T06:00:00+00:00,2026-02-20T07:06:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.1,False,application_error,2026-02-20T07:06:00+00:00
INC-202600604,INC-202600604,2026-02-20T08:00:00+00:00,2026-02-20T12:42:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.7,False,application_error,2026-02-20T12:42:00+00:00
INC-202600605,INC-202600605,2026-02-20T10:00:00+00:00,2026-02-20T12:18:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.3,False,application_error,2026-02-20T12:18:00+00:00
INC-202600606,INC-202600606,2026-02-20T12:00:00+00:00,2026-02-20T13:24:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.4,False,application_error,2026-02-20T13:24:00+00:00
INC-202600607,INC-202600607,2026-02-20T14:00:00+00:00,2026-02-20T15:30:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.5,False,application_error,2026-02-20T15:30:00+00:00
INC-202600608,INC-202600608,2026-02-20T16:00:00+00:00,2026-02-20T21:06:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,5.1,False,application_error,2026-02-20T21:06:00+00:00
INC-202600609,INC-202600609,2026-02-20T18:00:00+00:00,2026-02-20T20:00:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.0,False,application_error,2026-02-20T20:00:00+00:00
INC-202600610,INC-202600610,2026-02-20T20:00:00+00:00,2026-02-20T21:06:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.1,False,application_error,2026-02-20T21:06:00+00:00
INC-202600611,INC-202600611,2026-02-20T22:00:00+00:00,2026-02-20T23:12:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.2,False,application_error,2026-02-20T23:12:00+00:00
INC-202600612,INC-202600612,2026-02-21T00:00:00+00:00,2026-02-21T04:48:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.8,False,certificate_expiry,2026-02-21T04:48:00+00:00
INC-202600613,INC-202600613,2026-02-21T02:00:00+00:00,2026-02-21T04:24:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.4,False,application_error,2026-02-21T04:24:00+00:00
INC-202600614,INC-202600614,2026-02-21T04:00:00+00:00,2026-02-21T05:30:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.5,False,application_error,2026-02-21T05:30:00+00:00
INC-202600615,INC-202600615,2026-02-21T06:00:00+00:00,2026-02-21T07:36:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.6,False,application_error,2026-02-21T07:36:00+00:00
INC-202600616,INC-202600616,2026-02-21T08:00:00+00:00,2026-02-21T12:30:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.5,False,application_error,2026-02-21T12:30:00+00:00
INC-202600617,INC-202600617,2026-02-21T10:00:00+00:00,2026-02-21T12:06:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.1,False,application_error,2026-02-21T12:06:00+00:00
INC-202600618,INC-202600618,2026-02-21T12:00:00+00:00,2026-02-21T13:12:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.2,False,application_error,2026-02-21T13:12:00+00:00
INC-202600619,INC-202600619,2026-02-21T14:00:00+00:00,2026-02-21T15:18:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.3,False,application_error,2026-02-21T15:18:00+00:00
INC-202600620,INC-202600620,2026-02-21T16:00:00+00:00,2026-02-21T20:54:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.9,True,application_error,2026-02-21T20:54:00+00:00
INC-202600621,INC-202600621,2026-02-21T18:00:00+00:00,2026-02-21T20:30:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.5,False,application_error,2026-02-21T20:30:00+00:00
INC-202600622,INC-202600622,2026-02-21T20:00:00+00:00,2026-02-21T21:36:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.6,False,application_error,2026-02-21T21:36:00+00:00
INC-202600623,INC-202600623,2026-02-21T22:00:00+00:00,2026-02-21T23:00:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.0,False,application_error,2026-02-21T23:00:00+00:00
INC-202600624,INC-202600624,2026-02-22T00:00:00+00:00,2026-02-22T04:36:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.6,False,application_error,2026-02-22T04:36:00+00:00
INC-202600625,INC-202600625,2026-02-22T02:00:00+00:00,2026-02-22T04:12:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.2,False,application_error,2026-02-22T04:12:00+00:00
INC-202600626,INC-202600626,2026-02-22T04:00:00+00:00,2026-02-22T05:18:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.3,False,application_error,2026-02-22T05:18:00+00:00
INC-202600627,INC-202600627,2026-02-22T06:00:00+00:00,2026-02-22T07:24:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.4,False,application_error,2026-02-22T07:24:00+00:00
INC-202600628,INC-202600628,2026-02-22T08:00:00+00:00,2026-02-22T13:00:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,5.0,False,application_error,2026-02-22T13:00:00+00:00
INC-202600629,INC-202600629,2026-02-22T10:00:00+00:00,2026-02-22T12:36:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.6,False,certificate_expiry,2026-02-22T12:36:00+00:00
INC-202600630,INC-202600630,2026-02-22T12:00:00+00:00,2026-02-22T13:00:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.0,False,application_error,2026-02-22T13:00:00+00:00
INC-202600631,INC-202600631,2026-02-22T14:00:00+00:00,2026-02-22T15:06:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.1,False,application_error,2026-02-22T15:06:00+00:00
INC-202600632,INC-202600632,2026-02-22T16:00:00+00:00,2026-02-22T20:42:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.7,False,application_error,2026-02-22T20:42:00+00:00
INC-202600633,INC-202600633,2026-02-22T18:00:00+00:00,2026-02-22T20:18:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.3,False,application_error,2026-02-22T20:18:00+00:00
INC-202600634,INC-202600634,2026-02-22T20:00:00+00:00,2026-02-22T21:24:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.4,False,application_error,2026-02-22T21:24:00+00:00
INC-202600635,INC-202600635,2026-02-22T22:00:00+00:00,2026-02-22T23:30:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.5,False,application_error,2026-02-22T23:30:00+00:00
INC-202600636,INC-202600636,2026-02-23T00:00:00+00:00,2026-02-23T05:06:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,5.1,False,application_error,2026-02-23T05:06:00+00:00
INC-202600637,INC-202600637,2026-02-23T02:00:00+00:00,2026-02-23T04:00:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.0,False,application_error,2026-02-23T04:00:00+00:00
INC-202600638,INC-202600638,2026-02-23T04:00:00+00:00,2026-02-23T05:06:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.1,False,application_error,2026-02-23T05:06:00+00:00
INC-202600639,INC-202600639,2026-02-23T06:00:00+00:00,2026-02-23T07:12:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.2,False,application_error,2026-02-23T07:12:00+00:00
INC-202600640,INC-202600640,2026-02-23T08:00:00+00:00,2026-02-23T12:48:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.8,True,application_error,2026-02-23T12:48:00+00:00
INC-202600641,INC-202600641,2026-02-23T10:00:00+00:00,2026-02-23T12:24:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.4,False,application_error,2026-02-23T12:24:00+00:00
INC-202600642,INC-202600642,2026-02-23T12:00:00+00:00,2026-02-23T13:30:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.5,False,application_error,2026-02-23T13:30:00+00:00
INC-202600643,INC-202600643,2026-02-23T14:00:00+00:00,2026-02-23T15:36:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.6,False,application_error,2026-02-23T15:36:00+00:00
INC-202600644,INC-202600644,2026-02-23T16:00:00+00:00,2026-02-23T20:30:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.5,False,application_error,2026-02-23T20:30:00+00:00
INC-202600645,INC-202600645,2026-02-23T18:00:00+00:00,2026-02-23T20:06:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.1,False,application_error,2026-02-23T20:06:00+00:00
INC-202600646,INC-202600646,2026-02-23T20:00:00+00:00,2026-02-23T21:12:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.2,False,certificate_expiry,2026-02-23T21:12:00+00:00
INC-202600647,INC-202600647,2026-02-23T22:00:00+00:00,2026-02-23T23:18:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.3,False,application_error,2026-02-23T23:18:00+00:00
INC-202600648,INC-202600648,2026-02-24T00:00:00+00:00,2026-02-24T04:54:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.9,False,application_error,2026-02-24T04:54:00+00:00
INC-202600649,INC-202600649,2026-02-24T02:00:00+00:00,2026-02-24T04:30:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.5,False,application_error,2026-02-24T04:30:00+00:00
INC-202600650,INC-202600650,2026-02-24T04:00:00+00:00,2026-02-24T05:36:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.6,False,application_error,2026-02-24T05:36:00+00:00
INC-202600651,INC-202600651,2026-02-24T06:00:00+00:00,2026-02-24T07:00:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.0,False,application_error,2026-02-24T07:00:00+00:00
INC-202600652,INC-202600652,2026-02-24T08:00:00+00:00,2026-02-24T12:36:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.6,False,application_error,2026-02-24T12:36:00+00:00
INC-202600653,INC-202600653,2026-02-24T10:00:00+00:00,2026-02-24T12:12:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.2,False,application_error,2026-02-24T12:12:00+00:00
INC-202600654,INC-202600654,2026-02-24T12:00:00+00:00,2026-02-24T13:18:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.3,False,application_error,2026-02-24T13:18:00+00:00
INC-202600655,INC-202600655,2026-02-24T14:00:00+00:00,2026-02-24T15:24:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.4,False,application_error,2026-02-24T15:24:00+00:00
INC-202600656,INC-202600656,2026-02-24T16:00:00+00:00,2026-02-24T21:00:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,5.0,False,application_error,2026-02-24T21:00:00+00:00
INC-202600657,INC-202600657,2026-02-24T18:00:00+00:00,2026-02-24T20:36:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.6,False,application_error,2026-02-24T20:36:00+00:00
INC-202600658,INC-202600658,2026-02-24T20:00:00+00:00,2026-02-24T21:00:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.0,False,application_error,2026-02-24T21:00:00+00:00
INC-202600659,INC-202600659,2026-02-24T22:00:00+00:00,2026-02-24T23:06:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.1,False,application_error,2026-02-24T23:06:00+00:00
INC-202600660,INC-202600660,2026-02-25T00:00:00+00:00,2026-02-25T04:42:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.7,True,application_error,2026-02-25T04:42:00+00:00
INC-202600661,INC-202600661,2026-02-25T02:00:00+00:00,2026-02-25T04:18:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.3,False,application_error,2026-02-25T04:18:00+00:00
INC-202600662,INC-202600662,2026-02-25T04:00:00+00:00,2026-02-25T05:24:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.4,False,application_error,2026-02-25T05:24:00+00:00
INC-202600663,INC-202600663,2026-02-25T06:00:00+00:00,2026-02-25T07:30:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.5,False,certificate_expiry,2026-02-25T07:30:00+00:00
INC-202600664,INC-202600664,2026-02-25T08:00:00+00:00,2026-02-25T13:06:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,5.1,False,application_error,2026-02-25T13:06:00+00:00
INC-202600665,INC-202600665,2026-02-25T10:00:00+00:00,2026-02-25T12:00:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.0,False,application_error,2026-02-25T12:00:00+00:00
INC-202600666,INC-202600666,2026-02-25T12:00:00+00:00,2026-02-25T13:06:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.1,False,application_error,2026-02-25T13:06:00+00:00
INC-202600667,INC-202600667,2026-02-25T14:00:00+00:00,2026-02-25T15:12:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.2,False,application_error,2026-02-25T15:12:00+00:00
INC-202600668,INC-202600668,2026-02-25T16:00:00+00:00,2026-02-25T20:48:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.8,False,application_error,2026-02-25T20:48:00+00:00
INC-202600669,INC-202600669,2026-02-25T18:00:00+00:00,2026-02-25T20:24:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.4,False,application_error,2026-02-25T20:24:00+00:00
INC-202600670,INC-202600670,2026-02-25T20:00:00+00:00,2026-02-25T21:30:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.5,False,application_error,2026-02-25T21:30:00+00:00
INC-202600671,INC-202600671,2026-02-25T22:00:00+00:00,2026-02-25T23:36:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.6,False,application_error,2026-02-25T23:36:00+00:00
INC-202600672,INC-202600672,2026-02-26T00:00:00+00:00,2026-02-26T04:30:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.5,False,application_error,2026-02-26T04:30:00+00:00
INC-202600673,INC-202600673,2026-02-26T02:00:00+00:00,2026-02-26T04:06:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.1,False,application_error,2026-02-26T04:06:00+00:00
INC-202600674,INC-202600674,2026-02-26T04:00:00+00:00,2026-02-26T05:12:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.2,False,application_error,2026-02-26T05:12:00+00:00
INC-202600675,INC-202600675,2026-02-26T06:00:00+00:00,2026-02-26T07:18:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.3,False,application_error,2026-02-26T07:18:00+00:00
INC-202600676,INC-202600676,2026-02-26T08:00:00+00:00,2026-02-26T12:54:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.9,False,application_error,2026-02-26T12:54:00+00:00
INC-202600677,INC-202600677,2026-02-26T10:00:00+00:00,2026-02-26T12:30:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.5,False,application_error,2026-02-26T12:30:00+00:00
INC-202600678,INC-202600678,2026-02-26T12:00:00+00:00,2026-02-26T13:36:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.6,False,application_error,2026-02-26T13:36:00+00:00
INC-202600679,INC-202600679,2026-02-26T14:00:00+00:00,2026-02-26T15:00:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.0,False,application_error,2026-02-26T15:00:00+00:00
INC-202600680,INC-202600680,2026-02-26T16:00:00+00:00,2026-02-26T20:36:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.6,True,certificate_expiry,2026-02-26T20:36:00+00:00
INC-202600681,INC-202600681,2026-02-26T18:00:00+00:00,2026-02-26T20:12:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.2,False,application_error,2026-02-26T20:12:00+00:00
INC-202600682,INC-202600682,2026-02-26T20:00:00+00:00,2026-02-26T21:18:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.3,False,application_error,2026-02-26T21:18:00+00:00
INC-202600683,INC-202600683,2026-02-26T22:00:00+00:00,2026-02-26T23:24:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.4,False,application_error,2026-02-26T23:24:00+00:00
INC-202600684,INC-202600684,2026-02-27T00:00:00+00:00,2026-02-27T05:00:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,5.0,False,application_error,2026-02-27T05:00:00+00:00
INC-202600685,INC-202600685,2026-02-27T02:00:00+00:00,2026-02-27T04:36:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.6,False,application_error,2026-02-27T04:36:00+00:00
INC-202600686,INC-202600686,2026-02-27T04:00:00+00:00,2026-02-27T05:00:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.0,False,application_error,2026-02-27T05:00:00+00:00
INC-202600687,INC-202600687,2026-02-27T06:00:00+00:00,2026-02-27T07:06:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.1,False,application_error,2026-02-27T07:06:00+00:00
INC-202600688,INC-202600688,2026-02-27T08:00:00+00:00,2026-02-27T12:42:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.7,False,application_error,2026-02-27T12:42:00+00:00
INC-202600689,INC-202600689,2026-02-27T10:00:00+00:00,2026-02-27T12:18:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.3,False,application_error,2026-02-27T12:18:00+00:00
INC-202600690,INC-202600690,2026-02-27T12:00:00+00:00,2026-02-27T13:24:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.4,False,application_error,2026-02-27T13:24:00+00:00
INC-202600691,INC-202600691,2026-02-27T14:00:00+00:00,2026-02-27T15:30:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.5,False,application_error,2026-02-27T15:30:00+00:00
INC-202600692,INC-202600692,2026-02-27T16:00:00+00:00,2026-02-27T21:06:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,5.1,False,application_error,2026-02-27T21:06:00+00:00
INC-202600693,INC-202600693,2026-02-27T18:00:00+00:00,2026-02-27T20:00:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.0,False,application_error,2026-02-27T20:00:00+00:00
INC-202600694,INC-202600694,2026-02-27T20:00:00+00:00,2026-02-27T21:06:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.1,False,application_error,2026-02-27T21:06:00+00:00
INC-202600695,INC-202600695,2026-02-27T22:00:00+00:00,2026-02-27T23:12:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.2,False,application_error,2026-02-27T23:12:00+00:00
INC-202600696,INC-202600696,2026-02-28T00:00:00+00:00,2026-02-28T04:48:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.8,False,application_error,2026-02-28T04:48:00+00:00
INC-202600697,INC-202600697,2026-02-28T02:00:00+00:00,2026-02-28T04:24:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.4,False,certificate_expiry,2026-02-28T04:24:00+00:00
INC-202600698,INC-202600698,2026-02-28T04:00:00+00:00,2026-02-28T05:30:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.5,False,application_error,2026-02-28T05:30:00+00:00
INC-202600699,INC-202600699,2026-02-28T06:00:00+00:00,2026-02-28T07:36:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.6,False,application_error,2026-02-28T07:36:00+00:00
INC-202600700,INC-202600700,2026-02-28T08:00:00+00:00,2026-02-28T12:30:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.5,True,application_error,2026-02-28T12:30:00+00:00
INC-202600701,INC-202600701,2026-02-28T10:00:00+00:00,2026-02-28T12:06:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.1,False,application_error,2026-02-28T12:06:00+00:00
INC-202600702,INC-202600702,2026-02-28T12:00:00+00:00,2026-02-28T13:12:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.2,False,application_error,2026-02-28T13:12:00+00:00
